Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company_ID,Company,Company_real,Computation,Appearance
Motorola MC5574,2009-03-01,2009.166667,1560,0.062471389,0.004193611,0.259662406,0.129496403,0.056910569,0.142857143,0.192360164,0.422131148,0.191789609,0.08076569,0.064439655,0.17617365,87.0,Motorola,Motorola,0.125625264,0.16009379762499998
Motorola MC5590,2009-03-01,2009.166667,1561,0.062471389,0.004193611,0.259662406,0.129496403,0.056910569,0.142857143,0.192360164,0.401639344,0.127645927,0.053572576,0.054956897,0.17617365,87.0,Motorola,Motorola,0.125625264,0.14492987787500003
O2 XDA Guide (HTC Iolite),2009-03-01,2009.166667,1562,0.140598773,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,95.0,O2,O2,0.16670395325,0.08687496574999999
QiGi i6 Win / i6P Win (TechFaith Lancer),2009-03-01,2009.166667,1563,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.012931034,0.249116608,107.0,QiGi,QiGi,0.15686693425,0.09323256787499999
Samsung GT-C6625 Valencia,2009-03-01,2009.166667,1564,0.062471389,0.004193611,0.196133437,0.064748201,0.089430894,0.103174603,0.154160982,0.26352459,0.037524054,0.008821703,0.010280172,0.276375568,113.0,Samsung,Samsung,0.13479350125,0.09145814987499999
WayteQ N470,2009-03-01,2009.166667,1565,0.031220435,0.001047635,0.185628647,0.18705036,0.154471545,0.119047619,0.320600273,0.147540984,0.08274535,0.033445389,0.034051724,0.21251893,147.0,WayteQ,Wayteq Technology,0.10760391175,0.13486915549999998
WayteQ X-Phone (TechFaith Lancer),2009-03-01,2009.166667,1566,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.053880693,0.010213477,0.012931034,0.249116608,147.0,WayteQ,Wayteq Technology,0.15686693425,0.09284493737499999
WayteQ X-Phone Android (TechFaith Lancer),2009-03-01,2009.166667,1567,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.053880693,0.010213477,0.012931034,0.249116608,147.0,WayteQ,Wayteq Technology,0.15686693425,0.09284493737499999
Acer Tempo X960,2009-04-01,2009.25,1568,0.062471389,0.004193611,0.266165371,0.079136691,0.154471545,0.301587302,0.272578445,0.040983607,0.048749198,0.008971586,0.015409483,0.610297829,3.0,Acer,Acer,0.23578205,0.115235982125
Bluebird Pidion BIP-6000,2009-04-01,2009.25,1569,0.124973296,0.008388246,0.402727644,0.129496403,0.154471545,0.301587302,0.200545703,0.454918033,0.188582425,0.050660557,0.054741379,0.17617365,23.0,Bluebird,Bluebird Soft Inc,0.178065709,0.19187541837500002
Bluebird Pidion BIP-6000,2009-04-01,2009.25,1569,0.124973296,0.008388246,0.402727644,0.129496403,0.154471545,0.301587302,0.200545703,0.454918033,0.188582425,0.050660557,0.054741379,0.17617365,23.0,Detailed,Bluebird Soft Inc,0.178065709,0.19187541837500002
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Audiovox,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Bell,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Cingular,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,CyberBank,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Daxian,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Dopod,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Grundig,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,HTC,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Krome,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Lobster,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Mobile,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Qtek,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Swisscom,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Telstra,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Trium,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,Typhoon,HTC,0.25727568825,0.1187412075
Dopod S900c (HTC Diamond 500),2009-04-01,2009.25,1570,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138,61.0,UTStarcom,HTC,0.25727568825,0.1187412075
HKC Pearl (TechFaith Lancer),2009-04-01,2009.25,1571,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608,131.0,Fly,TechFaith Wirelessæ,0.15686693425,0.093448085125
HKC Pearl (TechFaith Lancer),2009-04-01,2009.25,1571,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608,131.0,General,TechFaith Wirelessæ,0.15686693425,0.093448085125
HKC Pearl (TechFaith Lancer),2009-04-01,2009.25,1571,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608,131.0,HKC,TechFaith Wirelessæ,0.15686693425,0.093448085125
HKC Pearl (TechFaith Lancer),2009-04-01,2009.25,1571,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608,131.0,ORSiO,TechFaith Wirelessæ,0.15686693425,0.093448085125
HKC Pearl (TechFaith Lancer),2009-04-01,2009.25,1571,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608,131.0,Sitronics,TechFaith Wirelessæ,0.15686693425,0.093448085125
HKC Pearl (TechFaith Lancer),2009-04-01,2009.25,1571,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608,131.0,TechFaith,TechFaith Wirelessæ,0.15686693425,0.093448085125
HKC Pearl (TechFaith Lancer),2009-04-01,2009.25,1571,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608,131.0,UBiQUiO,TechFaith Wirelessæ,0.15686693425,0.093448085125
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Audiovox,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Bell,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Cingular,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,CyberBank,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Daxian,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Dopod,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Grundig,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,HTC,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Krome,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Lobster,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Mobile,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Qtek,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Swisscom,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Telstra,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Trium,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,Typhoon,HTC,0.17652578824999998,0.117700729
HTC Dream (HTC Dream 210),2009-04-01,2009.25,1572,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,61.0,UTStarcom,HTC,0.17652578824999998,0.117700729
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Audiovox,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Bell,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Cingular,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,CyberBank,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Daxian,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Dopod,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Grundig,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,HTC,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Krome,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Lobster,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Mobile,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Qtek,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Swisscom,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Telstra,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Trium,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,Typhoon,HTC,0.25977563425,0.135022744625
HTC Touch Diamond2 T5353 (HTC Topaz 100),2009-04-01,2009.25,1573,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287,61.0,UTStarcom,HTC,0.25977563425,0.135022744625
I-Mate 810-F / 810F (Hummer),2009-04-01,2009.25,1574,0.062471389,0.004193611,0.311686129,0.057553957,0.089430894,0.103174603,0.162346521,0.256147541,0.060295061,0.014988331,0.019396552,0.298334175,64.0,I-Mate,I-Mate,0.169171326,0.0954166825
JoinTech JPro Mini Laptop JL7220,2009-04-01,2009.25,1575,0.062471389,0.031878203,0.266165371,0.381294964,0.284552846,0.222222222,0.596180082,0.454918033,0.166132136,0.237222448,0.159482759,0.22387683,72.0,JoinTech,Join Technology,0.14609794825,0.31275068624999997
Mio C523 V2 Digi-Walker,2009-04-01,2009.25,1576,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.339699864,0.131147541,0.095574086,0.038263067,0.038793103,0.21251893,84.0,Getac,MiTAC International Corp,0.11881315049999999,0.138005898125
Mio C523 V2 Digi-Walker,2009-04-01,2009.25,1576,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.339699864,0.131147541,0.095574086,0.038263067,0.038793103,0.21251893,84.0,Medion,MiTAC International Corp,0.11881315049999999,0.138005898125
Mio C523 V2 Digi-Walker,2009-04-01,2009.25,1576,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.339699864,0.131147541,0.095574086,0.038263067,0.038793103,0.21251893,84.0,Mio,MiTAC International Corp,0.11881315049999999,0.138005898125
Mio C523 V2 Digi-Walker,2009-04-01,2009.25,1576,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.339699864,0.131147541,0.095574086,0.038263067,0.038793103,0.21251893,84.0,MiTAC,MiTAC International Corp,0.11881315049999999,0.138005898125
Mio C523 V2 Digi-Walker,2009-04-01,2009.25,1576,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.339699864,0.131147541,0.095574086,0.038263067,0.038793103,0.21251893,84.0,Sagem,MiTAC International Corp,0.11881315049999999,0.138005898125
Mio C523 V2 Digi-Walker,2009-04-01,2009.25,1576,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.339699864,0.131147541,0.095574086,0.038263067,0.038793103,0.21251893,84.0,Yakumo,MiTAC International Corp,0.11881315049999999,0.138005898125
QiGi AK007,2009-04-01,2009.25,1577,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.167803547,0.262295082,0.063502245,0.016872578,0.010775862,0.249116608,107.0,QiGi,QiGi,0.15686693425,0.100019214625
QiGi AK007C,2009-04-01,2009.25,1578,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.167803547,0.262295082,0.063502245,0.016872578,0.010775862,0.249116608,107.0,QiGi,QiGi,0.15686693425,0.100019214625
QiGi i6 Goal (TechFaith Lancer),2009-04-01,2009.25,1579,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.012931034,0.249116608,107.0,QiGi,QiGi,0.15686693425,0.09323256787499999
QiGi i6C,2009-04-01,2009.25,1580,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.24795082,0.05644644,0.01081301,0.012931034,0.249116608,107.0,QiGi,QiGi,0.15686693425,0.09344551549999999
Samsung GT-B7300C (Samsung Buckingham),2009-04-01,2009.25,1581,0.124973296,0.008388246,0.399726275,0.09352518,0.12195122,0.103174603,0.123601637,0.237704918,0.043617704,0.005866861,0.010560345,0.281423523,113.0,Samsung,Samsung,0.20362783499999998,0.0925003085
Samsung SGH-i627 Propel Pro,2009-04-01,2009.25,1582,0.062471389,0.004193611,0.263664231,0.064748201,0.089430894,0.142857143,0.148703956,0.206557377,0.067992303,0.012247607,0.016594828,0.335941444,113.0,Samsung,Samsung,0.16656766875,0.093641538625
Verizon Touch Diamond XV6950 (HTC Diamond 400),2009-04-01,2009.25,1583,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.213114754,0.050673509,0.005995332,0.011853448,0.620646138,143.0,Verizon,Verizon Communications,0.24555658075,0.117281426
Acer M900 / Tempo  M900,2009-05-01,2009.333333,1584,0.062471389,0.004193611,0.266165371,0.151079137,0.154471545,0.380952381,0.151432469,0.286885246,0.07055805,0.017579171,0.027586207,0.50454316,3.0,Acer,Acer,0.20934338275,0.15506802574999998
Acer Tempo F900,2009-05-01,2009.333333,1585,0.062471389,0.004193611,0.266165371,0.151079137,0.154471545,0.380952381,0.155525239,0.280737705,0.043296985,0.011091365,0.019396552,0.50454316,3.0,Acer,Acer,0.20934338275,0.149568863625
Datalogic Mobile Scorpio,2009-05-01,2009.333333,1586,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.170614307,1.0,0.096668349,110.0,DAP,Roper Technologies,0.10679759750000001,0.30211054925
Datalogic Mobile Scorpio,2009-05-01,2009.333333,1586,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.170614307,1.0,0.096668349,110.0,Datalogic,Roper Technologies,0.10679759750000001,0.30211054925
Datalogic Mobile Scorpio GUN,2009-05-01,2009.333333,1587,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.649080359,0.525862069,0.272589601,110.0,DAP,Roper Technologies,0.1507779105,0.302651564375
Datalogic Mobile Scorpio GUN,2009-05-01,2009.333333,1587,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.649080359,0.525862069,0.272589601,110.0,Datalogic,Roper Technologies,0.1507779105,0.302651564375
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Audiovox,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Bell,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Cingular,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,CyberBank,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Daxian,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Dopod,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Grundig,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,HTC,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Krome,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Lobster,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Mobile,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Qtek,HTC,0.162797584,0.08687496574999999
